procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 2456904  29136 665416    0    0     0     3  304  323 66 34  0  0  0 2019-10-29 01:50:33
 3  0      0 2459364  29144 670168    0    0     0     3  300  271 67 33  0  0  0 2019-10-29 01:50:38
 1  0      0 2461848  29152 671740    0    0     0 24274  393  257 59 41  0  0  0 2019-10-29 01:50:43
 1  0      0 2461960  29152 671748    0    0     0    23  301  112 57 43  0  0  0 2019-10-29 01:50:48
 1  0      0 2461996  29160 671744    0    0     0     4  300  111 55 45  0  0  0 2019-10-29 01:50:53
 1  0      0 2461996  29168 671744    0    0     0     5  300  109 57 43  0  0  0 2019-10-29 01:50:58
 1  0      0 2462152  29176 671740    0    0     0     2  302  114 55 45  0  0  0 2019-10-29 01:51:03
 1  0      0 2462152  29176 671740    0    0     0     0  299  109 56 44  0  0  0 2019-10-29 01:51:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2462028  29184 671744    0    0     0     8  300  109 55 45  0  0  0 2019-10-29 01:51:13
 1  0      0 2462028  29192 671748    0    0     0  3135  312  119 53 47  0  0  0 2019-10-29 01:51:18
 1  0      0 2462052  29200 671752    0    0     0    14  302  143 56 44  0  0  0 2019-10-29 01:51:23
 1  0      0 2462060  29200 671752    0    0     0     1  299  109 55 45  0  0  0 2019-10-29 01:51:28
 1  0      0 2462108  29208 671748    0    0     0     2  303  112 57 43  0  0  0 2019-10-29 01:51:33
 1  0      0 2462116  29216 671744    0    0     0     2  299  112 58 42  0  0  0 2019-10-29 01:51:38
 1  0      0 2462372  29216 671748    0    0     0     6  299  108 59 41  0  0  0 2019-10-29 01:51:43
 2  0      0 2410016  29224 671768    0    0     0     2  355  567 62 38  0  0  0 2019-10-29 01:51:48
 1  0      0 2409932  29232 671756    0    0     0    13  299  144 59 41  0  0  0 2019-10-29 01:51:53
 1  0      0 2409932  29240 671760    0    0     0    21  300  110 56 44  0  0  0 2019-10-29 01:51:58
 1  0      0 2409996  29240 671752    0    0     0     1  302  113 56 44  0  0  0 2019-10-29 01:52:03
 1  0      0 2403276  29248 671752    0    0     0     2  329  132 58 42  0  0  0 2019-10-29 01:52:08
 1  0      0 2403276  29256 671752    0    0     0     8  300  110 54 46  0  0  0 2019-10-29 01:52:13
 1  0      0 2403276  29256 671756    0    0     0     2  299  109 54 46  0  0  0 2019-10-29 01:52:18
 1  0      0 2402912  29264 671756    0    0     0     5  303  133 54 46  0  0  0 2019-10-29 01:52:23
 1  0      0 2402532  29272 671764    0    0     0     2  301  143 56 44  0  0  0 2019-10-29 01:52:28
 1  0      0 2402604  29280 671748    0    0     0    10  302  116 57 43  0  0  0 2019-10-29 01:52:33
 1  0      0 2402612  29280 671752    0    0     0     1  299  111 57 43  0  0  0 2019-10-29 01:52:38
 2  0      0 2402620  29288 671752    0    0     0     8  300  112 57 43  0  0  0 2019-10-29 01:52:43
 1  0      0 2402636  29296 671748    0    0     0     2  301  113 57 43  0  0  0 2019-10-29 01:52:48
 1  0      0 2402644  29296 671748    0    0     0     0  300  111 56 44  0  0  0 2019-10-29 01:52:53
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2402636  29304 671756    0    0     0     2  302  118 54 46  0  0  0 2019-10-29 01:52:58
 1  0      0 2402708  29312 671748    0    0     0     2  303  118 56 44  0  0  0 2019-10-29 01:53:03
 1  0      0 2402708  29312 671752    0    0     0     6  299  112 56 44  0  0  0 2019-10-29 01:53:08
 2  0      0 2402828  29320 671752    0    0     0     8  312  191 57 43  0  0  0 2019-10-29 01:53:13
 2  0      0 2402044  29328 671780    0    0     0    15  352  551 64 36  0  0  0 2019-10-29 01:53:18
 1  0      0 2401676  29336 671780    0    0     0    16  310  242 63 37  0  0  0 2019-10-29 01:53:23
 3  0      0 2399436  29344 671788    0    0     0    10  322  288 58 42  0  0  0 2019-10-29 01:53:28
 1  0      0 2378096  29352 671776    0    0     0    10  312  247 57 43  0  0  0 2019-10-29 01:53:33
 1  0      0 2374860  29352 671812    0    0     0     0  381  538 59 41  0  0  0 2019-10-29 01:53:38
 2  0      0 2374196  29360 671832    0    0     0    51  457  731 62 38  0  0  0 2019-10-29 01:53:43
 1  0      0 2372992  29368 671840    0    0     0    26  508  901 62 38  0  0  0 2019-10-29 01:53:48
 1  0      0 2375140  29376 671856    0    0     0    10  506  858 59 41  0  0  0 2019-10-29 01:53:53
 3  0      0 2374384  29384 671872    0    0     0    12  507  895 60 40  0  0  0 2019-10-29 01:53:58
 1  0      0 2375092  29392 671892    0    0     0    10  521  965 61 39  0  0  0 2019-10-29 01:54:03
 2  0      0 2365796  29400 671924    0    0     0    15  555 1056 63 37  0  0  0 2019-10-29 01:54:08
 2  0      0 2364280  29408 671936    0    0     0    11  562 1062 61 39  0  0  0 2019-10-29 01:54:13
 2  0      0 2362640  29416 671960    0    0     0    16  543 1055 62 38  0  0  0 2019-10-29 01:54:18
 3  0      0 2364324  29424 671976    0    0     0    61  565 1073 62 38  0  0  0 2019-10-29 01:54:23
 1  0      0 2363344  29432 671992    0    0     0     3  583 1077 57 43  0  0  0 2019-10-29 01:54:28
 1  0      0 2362156  29440 672000    0    0     0     3  610 1211 61 39  0  0  0 2019-10-29 01:54:33
 3  0      0 2358548  29448 672020    0    0     0     3  595 1185 62 38  0  0  0 2019-10-29 01:54:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 2357660  29456 672048    0    0     0     3  606 1212 58 42  0  0  0 2019-10-29 01:54:43
 1  0      0 2357324  29464 672072    0    0     0    14  587 1192 61 39  0  0  0 2019-10-29 01:54:48
 1  0      0 2356852  29472 672096    0    0     0    34  572 1177 58 42  0  0  0 2019-10-29 01:54:53
 1  0      0 2359492  29480 672120    0    0     0    18  595 1232 57 43  0  0  0 2019-10-29 01:54:58
 2  0      0 2358728  29488 672132    0    0     0     3  590 1181 60 40  0  0  0 2019-10-29 01:55:03
 2  0      0 2358540  29496 672152    0    0     0     3  608 1230 59 41  0  0  0 2019-10-29 01:55:08
 1  0      0 2358100  29504 672184    0    0     0    30  615 1232 58 42  0  0  0 2019-10-29 01:55:13
 1  0      0 2357588  29512 672212    0    0     0     3  614 1186 61 39  0  0  0 2019-10-29 01:55:18
 1  0      0 2357224  29520 672228    0    0     0     3  628 1299 60 40  0  0  0 2019-10-29 01:55:23
 1  0      0 2345504  29528 672244    0    0     0     3  637 1344 60 40  0  0  0 2019-10-29 01:55:28
 1  0      0 2345704  29536 672268    0    0     0     3  643 1282 57 43  0  0  0 2019-10-29 01:55:33
 3  0      0 2346252  29544 672292    0    0     0     3  697 1444 58 42  0  0  0 2019-10-29 01:55:38
 1  0      0 2343344  29552 672328    0    0     0    40  650 1386 59 41  0  0  0 2019-10-29 01:55:43
 2  0      0 2343512  29560 672352    0    0     0     6  666 1376 60 40  0  0  0 2019-10-29 01:55:48
 3  0      0 2342832  29568 672384    0    0     0     8  631 1372 59 41  0  0  0 2019-10-29 01:55:53
 1  0      0 2343484  29576 672400    0    0     0     3  723 1461 58 42  0  0  0 2019-10-29 01:55:58
 1  0      0 2343976  29584 672424    0    0     0     3  692 1366 58 42  0  0  0 2019-10-29 01:56:03
 1  0      0 2344792  29592 672456    0    0     0     3  704 1451 59 41  0  0  0 2019-10-29 01:56:08
 1  0      0 2341980  29600 672488    0    0     0    44  660 1361 58 42  0  0  0 2019-10-29 01:56:13
 2  0      0 2342816  29608 672516    0    0     0     9  711 1439 61 39  0  0  0 2019-10-29 01:56:18
 2  0      0 2343396  29616 672544    0    0     0     5  690 1336 60 40  0  0  0 2019-10-29 01:56:23
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2343696  29624 672576    0    0     0     3  641 1304 58 42  0  0  0 2019-10-29 01:56:28
 1  0      0 2344016  29632 672600    0    0     0    35  646 1262 59 41  0  0  0 2019-10-29 01:56:33
 1  0      0 2340948  29640 672628    0    0     0     3  643 1331 61 39  0  0  0 2019-10-29 01:56:38
 1  0      0 2341496  29648 672656    0    0     0     3  676 1434 58 42  0  0  0 2019-10-29 01:56:43
 2  0      0 2342204  29656 672692    0    0     0    34  704 1441 59 41  0  0  0 2019-10-29 01:56:48
 2  0      0 2343356  29664 672728    0    0     0     5  729 1531 58 42  0  0  0 2019-10-29 01:56:53
 1  0      0 2340124  29672 672840    0    0     0    16  652 1358 58 42  0  0  0 2019-10-29 01:56:58
 1  0      0 2341348  29680 672860    0    0     0    12  743 1592 60 40  0  0  0 2019-10-29 01:57:03
 3  0      0 2342072  29688 672884    0    0     0     3  704 1492 60 40  0  0  0 2019-10-29 01:57:08
 1  0      0 2341180  29696 672908    0    0     0     3  632 1265 62 38  0  0  0 2019-10-29 01:57:13
 2  0      0 2339112  29704 672952    0    0     0    62  740 1513 60 40  0  0  0 2019-10-29 01:57:18
 1  0      0 2340200  29712 673004    0    0     0     9  742 1546 57 43  0  0  0 2019-10-29 01:57:23
 3  0      0 2340760  29720 673048    0    0     0     7  741 1553 61 39  0  0  0 2019-10-29 01:57:28
 1  0      0 2338588  29728 673080    0    0     0     6  731 1533 60 40  0  0  0 2019-10-29 01:57:33
 1  0      0 2339488  29736 673124    0    0     0     3  729 1491 57 43  0  0  0 2019-10-29 01:57:38
 2  0      0 2340776  29744 673172    0    0     0     3  755 1552 57 43  0  0  0 2019-10-29 01:57:43
 1  0      0 2338696  29752 673212    0    0     0     3  721 1511 60 40  0  0  0 2019-10-29 01:57:48
 1  0      0 2339912  29760 673264    0    0     0    50  738 1546 57 43  0  0  0 2019-10-29 01:57:53
 2  0      0 2340684  29768 673308    0    0     0    14  692 1431 59 41  0  0  0 2019-10-29 01:57:58
 1  0      0 2338512  29776 673352    0    0     0     4  767 1623 59 41  0  0  0 2019-10-29 01:58:03
 2  0      0 2339996  29784 673388    0    0     0     8  796 1712 61 39  0  0  0 2019-10-29 01:58:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2338084  29792 673436    0    0     0     3  713 1538 61 39  0  0  0 2019-10-29 01:58:13
 2  0      0 2339596  29800 673480    0    0     0     3  763 1668 65 35  0  0  0 2019-10-29 01:58:18
 2  0      0 2338104  29808 673540    0    0     0    53  792 1670 63 37  0  0  0 2019-10-29 01:58:23
 1  0      0 2339136  29816 673584    0    0     0     3  691 1501 59 41  0  0  0 2019-10-29 01:58:28
 1  0      0 2337728  29824 673628    0    0     0    13  785 1732 59 41  0  0  0 2019-10-29 01:58:33
 1  0      0 2339332  29832 673672    0    0     0     4  791 1716 62 38  0  0  0 2019-10-29 01:58:38
 1  0      0 2337476  29840 673720    0    0     0     3  704 1593 57 43  0  0  0 2019-10-29 01:58:43
 2  0      0 2338832  29848 673768    0    0     0     3  794 1736 57 43  0  0  0 2019-10-29 01:58:48
 2  0      0 2337584  29856 673824    0    0     0    54  804 1776 57 43  0  0  0 2019-10-29 01:58:53
 1  0      0 2339024  29864 673868    0    0     0     3  751 1682 60 40  0  0  0 2019-10-29 01:58:58
 1  0      0 2337680  29872 673928    0    0     0     3  784 1734 59 41  0  0  0 2019-10-29 01:59:03
 2  0      0 2339188  29880 673968    0    0     0     6  761 1693 59 41  0  0  0 2019-10-29 01:59:08
 1  0      0 2337432  29888 674012    0    0     0     9  789 1767 57 43  0  0  0 2019-10-29 01:59:13
 1  0      0 2339072  29896 674060    0    0     0    54  765 1658 61 39  0  0  0 2019-10-29 01:59:18
 1  0      0 2337544  29904 674108    0    0     0     3  764 1650 59 41  0  0  0 2019-10-29 01:59:23
 1  0      0 2339160  29912 674156    0    0     0     3  766 1729 59 41  0  0  0 2019-10-29 01:59:28
 1  0      0 2337536  29920 674192    0    0     0     3  744 1646 62 38  0  0  0 2019-10-29 01:59:33
 1  0      0 2338500  29928 674244    0    0     0     3  724 1632 61 39  0  0  0 2019-10-29 01:59:38
 1  0      0 2337508  29936 674300    0    0     0     3  816 1825 59 41  0  0  0 2019-10-29 01:59:43
 1  0      0 2339112  29944 674352    0    0     0    57  760 1685 58 42  0  0  0 2019-10-29 01:59:48
 2  0      0 2337800  29944 674416    0    0     0     4  778 1759 60 40  0  0  0 2019-10-29 01:59:53
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 2336012  29952 674464    0    0     0     6  793 1734 59 41  0  0  0 2019-10-29 01:59:58
 1  0      0 2337492  29960 674504    0    0     0     3  737 1652 60 40  0  0  0 2019-10-29 02:00:03
 3  0      0 2338836  29968 674544    0    0     0     3  731 1600 58 42  0  0  0 2019-10-29 02:00:08
 2  0      0 2337364  29976 674596    0    0     0     3  774 1725 59 41  0  0  0 2019-10-29 02:00:13
 1  0      0 2338396  29984 674648    0    0     0    53  741 1675 60 40  0  0  0 2019-10-29 02:00:18
 1  0      0 2336872  29992 674696    0    0     0    10  772 1686 56 44  0  0  0 2019-10-29 02:00:24
 1  0      0 2335844  30000 674748    0    0     0    12  793 1804 58 42  0  0  0 2019-10-29 02:00:28
 2  0      0 2337492  30008 674796    0    0     0     3  758 1741 58 42  0  0  0 2019-10-29 02:00:33
 1  0      0 2336116  30016 674844    0    0     0     3  767 1711 57 43  0  0  0 2019-10-29 02:00:38
 1  0      0 2337876  30024 674908    0    0     0    49  780 1746 62 38  0  0  0 2019-10-29 02:00:43
 1  0      0 2335736  30032 674944    0    0     0     8  694 1516 56 44  0  0  0 2019-10-29 02:00:48
 1  0      0 2336988  30040 674992    0    0     0     3  739 1587 58 42  0  0  0 2019-10-29 02:00:53
 1  0      0 2338524  30048 675032    0    0     0     3  756 1654 58 42  0  0  0 2019-10-29 02:00:58
 1  0      0 2336704  30056 675076    0    0     0     3  735 1570 61 39  0  0  0 2019-10-29 02:01:03
 1  0      0 2337900  30064 675124    0    0     0     3  766 1696 58 42  0  0  0 2019-10-29 02:01:08
 3  0      0 2336716  30072 675176    0    0     0    52  786 1786 60 40  0  0  0 2019-10-29 02:01:13
 2  0      0 2335372  30080 675232    0    0     0     6  798 1744 59 41  0  0  0 2019-10-29 02:01:18
 1  0      0 2336812  30088 675280    0    0     0    10  718 1659 57 43  0  0  0 2019-10-29 02:01:23
 1  0      0 2335248  30096 675324    0    0     0     4  781 1732 60 40  0  0  0 2019-10-29 02:01:28
 2  0      0 2337336  30104 675372    0    0     0     8  816 1786 57 43  0  0  0 2019-10-29 02:01:34
 1  0      0 2335712  30112 675420    0    0     0     3  753 1677 58 42  0  0  0 2019-10-29 02:01:39
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 2337256  30120 675468    0    0     0     3  746 1684 59 41  0  0  0 2019-10-29 02:01:44
 1  0      0 2335960  30128 675528    0    0     0    56  784 1763 59 41  0  0  0 2019-10-29 02:01:49
 1  0      0 2337048  30136 675572    0    0     0     3  706 1582 61 39  0  0  0 2019-10-29 02:01:54
 2  0      0 2335552  30144 675616    0    0     0    11  784 1788 57 43  0  0  0 2019-10-29 02:01:59
 1  0      0 2337408  30152 675672    0    0     0     3  776 1767 60 40  0  0  0 2019-10-29 02:02:04
 1  0      0 2336512  30160 675724    0    0     0     3  832 1901 58 42  0  0  0 2019-10-29 02:02:09
 4  0      0 2335016  30168 675784    0    0     0    52  744 1698 62 38  0  0  0 2019-10-29 02:02:14
 1  0      0 2337128  30176 675840    0    0     0     3  848 1911 59 41  0  0  0 2019-10-29 02:02:19
 1  0      0 2336080  30184 675880    0    0     0     3  794 1780 58 42  0  0  0 2019-10-29 02:02:24
 3  0      0 2334832  30192 675936    0    0     0     3  791 1764 59 41  0  0  0 2019-10-29 02:02:29
 1  0      0 2336204  30200 675988    0    0     0     3  745 1692 57 43  0  0  0 2019-10-29 02:02:34
 1  0      0 2335124  30208 676048    0    0     0     8  799 1837 57 43  0  0  0 2019-10-29 02:02:39
 1  0      0 2337308  30216 676116    0    0     0    59  816 1877 58 42  0  0  0 2019-10-29 02:02:44
 1  0      0 2336396  30224 676168    0    0     0    14  824 1819 59 41  0  0  0 2019-10-29 02:02:49
 1  0      0 2335192  30232 676216    0    0     0     3  793 1836 60 40  0  0  0 2019-10-29 02:02:54
 1  0      0 2337120  30240 676260    0    0     0     3  781 1779 59 41  0  0  0 2019-10-29 02:02:59
 1  0      0 2336064  30248 676320    0    0     0     3  804 1846 59 41  0  0  0 2019-10-29 02:03:04
 1  0      0 2335232  30256 676372    0    0     0     3  825 1905 58 42  0  0  0 2019-10-29 02:03:09
 1  0      0 2337056  30264 676432    0    0     0    59  760 1769 57 43  0  0  0 2019-10-29 02:03:14
 2  0      0 2335968  30272 676488    0    0     0     3  792 1834 57 43  0  0  0 2019-10-29 02:03:19
 1  0      0 2334660  30280 676540    0    0     0     9  795 1789 59 41  0  0  0 2019-10-29 02:03:24
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2336524  30288 676592    0    0     0     3  818 1832 60 40  0  0  0 2019-10-29 02:03:29
 1  0      0 2335404  30296 676652    0    0     0     3  789 1828 58 42  0  0  0 2019-10-29 02:03:34
 1  0      0 2334316  30304 676700    0    0     0     3  792 1830 60 40  0  0  0 2019-10-29 02:03:39
 1  0      0 2336268  30312 676760    0    0     0    63  818 1875 58 42  0  0  0 2019-10-29 02:03:44
 1  0      0 2335316  30320 676820    0    0     0     3  821 1913 61 39  0  0  0 2019-10-29 02:03:49
 1  0      0 2334364  30328 676872    0    0     0     4  799 1857 63 37  0  0  0 2019-10-29 02:03:54
 2  0      0 2335876  30336 676916    0    0     0    14  744 1724 59 41  0  0  0 2019-10-29 02:03:59
 1  0      0 2334408  30344 676964    0    0     0     3  767 1714 59 41  0  0  0 2019-10-29 02:04:04
 1  0      0 2333384  30352 677024    0    0     0     3  816 1822 57 43  0  0  0 2019-10-29 02:04:09
 1  0      0 2335560  30360 677076    0    0     0    59  819 1908 57 43  0  0  0 2019-10-29 02:04:14
 1  0      0 2334540  30360 677140    0    0     0     0  835 1841 58 42  0  0  0 2019-10-29 02:04:19
 1  0      0 2333648  30368 677200    0    0     0     3  864 1932 57 43  0  0  0 2019-10-29 02:04:24
 1  0      0 2335760  30376 677244    0    0     0     4  818 1754 58 42  0  0  0 2019-10-29 02:04:29
 1  0      0 2334260  30384 677300    0    0     0    48  761 1717 59 41  0  0  0 2019-10-29 02:04:34
 1  0      0 2332884  30392 677356    0    0     0     6  793 1772 60 40  0  0  0 2019-10-29 02:04:39
 1  0      0 2335164  30400 677412    0    0     0     3  822 1874 57 43  0  0  0 2019-10-29 02:04:44
 1  0      0 2334020  30408 677464    0    0     0     3  830 1927 57 43  0  0  0 2019-10-29 02:04:49
 1  0      0 2333260  30416 677512    0    0     0     8  822 1928 58 42  0  0  0 2019-10-29 02:04:54
 1  0      0 2335504  30424 677572    0    0     0     3  799 1859 57 43  0  0  0 2019-10-29 02:04:59
 1  0      0 2334200  30432 677628    0    0     0     3  776 1737 57 43  0  0  0 2019-10-29 02:05:04
 1  0      0 2333032  30440 677684    0    0     0    62  799 1780 59 41  0  0  0 2019-10-29 02:05:09
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 2334796  30448 677740    0    0     0    10  763 1790 58 42  0  0  0 2019-10-29 02:05:14
 5  0      0 2333612  30456 677784    0    0     0     3  786 1823 58 42  0  0  0 2019-10-29 02:05:19
 1  0      0 2332880  30464 677840    0    0     0     3  861 1951 58 42  0  0  0 2019-10-29 02:05:24
 1  0      0 2335016  30472 677896    0    0     0     3  807 1846 56 44  0  0  0 2019-10-29 02:05:29
 1  0      0 2333872  30480 677956    0    0     0     3  775 1771 57 43  0  0  0 2019-10-29 02:05:34
 1  0      0 2332628  30488 678016    0    0     0    59  791 1843 56 44  0  0  0 2019-10-29 02:05:39
 1  0      0 2334868  30496 678072    0    0     0     6  812 1826 60 40  0  0  0 2019-10-29 02:05:44
 1  0      0 2333880  30504 678132    0    0     0     7  821 1900 59 41  0  0  0 2019-10-29 02:05:49
 1  0      0 2332508  30512 678172    0    0     0     3  782 1770 59 41  0  0  0 2019-10-29 02:05:54
 3  0      0 2334400  30520 678224    0    0     0     8  786 1799 57 43  0  0  0 2019-10-29 02:05:59
 5  0      0 2404396  30528 606108    0    0     0     3  716 1577 61 39  0  0  0 2019-10-29 02:06:04
 2  0      0 3026652  30540 505044    0    0     0    78  284  239 58 42  0  0  0 2019-10-29 02:06:09
 2  0      0 2985360  30548 505024    0    0     0    35  298  611 60 40  0  0  0 2019-10-29 02:06:14
 2  0      0 2968456  30556 505048    0    0     0     4  298  672 62 38  0  0  0 2019-10-29 02:06:19
 1  0      0 2911408  30556 505036    0    0     0     1  312  587 62 38  0  0  0 2019-10-29 02:06:24
 1  0      0 2911408  30564 505028    0    0     0     8  299  109 57 43  0  0  0 2019-10-29 02:06:29
 1  0      0 2911408  30572 505008    0    0     0     2  300  109 56 44  0  0  0 2019-10-29 02:06:34
 1  0      0 2911408  30572 505012    0    0     0     5  299  124 59 41  0  0  0 2019-10-29 02:06:39
 3  0      0 2672972  30580 669776    0    0     0 24265  840 6645 56 44  0  0  0 2019-10-29 02:06:44
 3  0      0 2522004  30588 750692    0    0     0    42  380  511 60 40  0  0  0 2019-10-29 02:06:49
 4  0      0 2397472  30596 785340    0    0     0  6728  322  404 65 35  0  0  0 2019-10-29 02:06:54
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 2351912  30604 788224    0    0     0    16  291  544 65 35  0  0  0 2019-10-29 02:06:59
 3  0      0 2346032  30612 793624    0    0     0     8  290  496 65 35  0  0  0 2019-10-29 02:07:04
 2  0      0 2348684  30620 799808    0    0     0     6  282  264 63 37  0  0  0 2019-10-29 02:07:09
 1  0      0 2351548  30628 801552    0    0     0    50  282  134 57 43  0  0  0 2019-10-29 02:07:14
 1  0      0 2351424  30636 801552    0    0     0 24224  374  180 57 43  0  0  0 2019-10-29 02:07:19
 1  0      0 2351596  30644 801552    0    0     0    27  287   94 55 45  0  0  0 2019-10-29 02:07:24
 1  0      0 2351604  30652 801552    0    0     0     7  282   94 56 44  0  0  0 2019-10-29 02:07:29
 1  0      0 2351776  30652 801552    0    0     0     0  281   89 57 43  0  0  0 2019-10-29 02:07:34
 1  0      0 2351692  30660 801552    0    0     0     5  281   93 58 42  0  0  0 2019-10-29 02:07:39
 1  0      0 2351816  30668 801552    0    0     0  3134  290   90 55 45  0  0  0 2019-10-29 02:07:44
 1  0      0 2351816  30676 801544    0    0     0     6  283   92 55 45  0  0  0 2019-10-29 02:07:49
 1  0      0 2351816  30676 801548    0    0     0     0  280   87 56 44  0  0  0 2019-10-29 02:07:54
 1  0      0 2351848  30684 801544    0    0     0     8  281   92 55 45  0  0  0 2019-10-29 02:07:59
 1  0      0 2351848  30692 801544    0    0     0     4  282   92 56 44  0  0  0 2019-10-29 02:08:04
 2  0      0 2351872  30700 801548    0    0     0    10  286  131 55 45  0  0  0 2019-10-29 02:08:09
 1  0      0 2351912  30708 801548    0    0     0     6  281   93 56 44  0  0  0 2019-10-29 02:08:14
 3  0      0 2350696  30708 801556    0    0     0     0  334  378 59 41  0  0  0 2019-10-29 02:08:19
 1  0      0 2316112  30716 801548    0    0     0     9  288  253 60 40  0  0  0 2019-10-29 02:08:24
 1  0      0 2316120  30724 801548    0    0     0    10  288  100 57 43  0  0  0 2019-10-29 02:08:29
 1  0      0 2316168  30732 801544    0    0     0     2  283   93 55 45  0  0  0 2019-10-29 02:08:34
 1  0      0 2316520  30732 801548    0    0     0    16  302  106 56 44  0  0  0 2019-10-29 02:08:39
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2316808  30740 801548    0    0     0     6  293  101 57 43  0  0  0 2019-10-29 02:08:44
 1  0      0 2316808  30748 801548    0    0     0     6  286  102 55 45  0  0  0 2019-10-29 02:08:49
 1  0      0 2316840  30756 801556    0    0     0     6  283   93 56 44  0  0  0 2019-10-29 02:08:54
 1  0      0 2316840  30764 801556    0    0     0     2  286   98 57 43  0  0  0 2019-10-29 02:08:59
 1  0      0 2316872  30764 801548    0    0     0     0  281   93 56 44  0  0  0 2019-10-29 02:09:04
 1  0      0 2316872  30772 801548    0    0     0     2  284   95 55 45  0  0  0 2019-10-29 02:09:09
 1  0      0 2316872  30780 801552    0    0     0     8  282   93 57 43  0  0  0 2019-10-29 02:09:14
 1  0      0 2316244  30780 801572    0    0     0     5  286  133 57 43  0  0  0 2019-10-29 02:09:19
 1  0      0 2316408  30788 801560    0    0     0     9  285   96 54 46  0  0  0 2019-10-29 02:09:24
 1  0      0 2314664  30796 801560    0    0     0     2  312  323 56 44  0  0  0 2019-10-29 02:09:29
 3  0      0 2284480  30804 801576    0    0     0    21  329  432 62 38  0  0  0 2019-10-29 02:09:34
 2  0      0 2281876  30812 801576    0    0     0     2  282  150 63 37  0  0  0 2019-10-29 02:09:39
 1  0      0 2281200  30812 801584    0    0     0     3  308  249 56 44  0  0  0 2019-10-29 02:09:44
 1  0      0 2277704  30820 801596    0    0     0    40  329  386 60 40  0  0  0 2019-10-29 02:09:49
 3  0      0 2273916  30828 801604    0    0     0    11  395  655 59 41  0  0  0 2019-10-29 02:09:54
 2  0      0 2274280  30836 801624    0    0     0    11  465  735 61 39  0  0  0 2019-10-29 02:09:59
 1  0      0 2259136  30844 801640    0    0     0    21  422  619 61 39  0  0  0 2019-10-29 02:10:04
 3  0      0 2259924  30852 801648    0    0     0    10  479  720 59 41  0  0  0 2019-10-29 02:10:09
 1  0      0 2260188  30860 801652    0    0     0     6  353  337 58 42  0  0  0 2019-10-29 02:10:14
 2  0      0 2257820  30868 801672    0    0     0    15  507  887 60 40  0  0  0 2019-10-29 02:10:19
 1  0      0 2258352  30876 801708    0    0     0    34  539  973 61 39  0  0  0 2019-10-29 02:10:24
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 2255840  30884 801732    0    0     0    22  543 1012 63 37  0  0  0 2019-10-29 02:10:29
 2  0      0 2254092  30892 801744    0    0     0    29  552 1036 60 40  0  0  0 2019-10-29 02:10:34
 1  0      0 2248860  30900 801756    0    0     0    12  526  963 59 41  0  0  0 2019-10-29 02:10:39
 1  0      0 2247356  30908 801772    0    0     0    12  563 1093 59 41  0  0  0 2019-10-29 02:10:44
 1  0      0 2246384  30916 801788    0    0     0     6  586 1069 60 40  0  0  0 2019-10-29 02:10:49
