procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 2535500  27748 541996    0    0     0     0  304  115 55 45  0  0  0 2019-10-29 01:35:28
 1  0      0 2535580  27756 541984    0    0     0     2  285   97 52 48  0  0  0 2019-10-29 01:35:33
 1  0      0 2535580  27764 541976    0    0     0     2  281   96 59 41  0  0  0 2019-10-29 01:35:38
 3  0      0 2509336  27764 544080    0    0     0     0  300  289 67 33  0  0  0 2019-10-29 01:35:43
 1  0      0 2511012  27772 544648    0    0     0    26  285  128 59 41  0  0  0 2019-10-29 01:35:48
 1  0      0 2511020  27780 544644    0    0     0    37  284   95 56 44  0  0  0 2019-10-29 01:35:53
 1  0      0 2511020  27788 544640    0    0     0     2  283   96 52 48  0  0  0 2019-10-29 01:35:58
 1  0      0 2511052  27796 544636    0    0     0     2  284   97 54 46  0  0  0 2019-10-29 01:36:03
 1  0      0 2511052  27796 544636    0    0     0     0  280   89 56 44  0  0  0 2019-10-29 01:36:08
 1  0      0 2511052  27804 544636    0    0     0     3  283   94 55 45  0  0  0 2019-10-29 01:36:13
 1  0      0 2510960  27812 544644    0    0     0   537  284   95 57 43  0  0  0 2019-10-29 01:36:18
 3  0      0 2512176  27812 544656    0    0     0     0  328  339 59 41  0  0  0 2019-10-29 01:36:23
 1  0      0 2510880  27820 544672    0    0     0    17  310  378 61 39  0  0  0 2019-10-29 01:36:28
 3  0      0 2510884  27828 544672    0    0     0    22  297  142 57 43  0  0  0 2019-10-29 01:36:33
 2  0      0 2508532  27836 544680    0    0     0    13  320  334 56 44  0  0  0 2019-10-29 01:36:38
 1  0      0 2493704  27844 544680    0    0     0     3  338  433 57 43  0  0  0 2019-10-29 01:36:43
 4  0      0 2501180  27852 544708    0    0     0    18  444  772 61 39  0  0  0 2019-10-29 01:36:48
 1  0      0 2501140  27860 544728    0    0     0    20  479  795 62 38  0  0  0 2019-10-29 01:36:53
 1  0      0 2498712  27868 544732    0    0     0    17  446  724 61 39  0  0  0 2019-10-29 01:36:58
 1  0      0 2499640  27876 544748    0    0     0    45  501  881 60 40  0  0  0 2019-10-29 01:37:03
 3  0      0 2497504  27884 544764    0    0     0     9  525  984 60 40  0  0  0 2019-10-29 01:37:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2492612  27892 544776    0    0     0    11  510  951 59 41  0  0  0 2019-10-29 01:37:13
 2  0      0 2490788  27900 544796    0    0     0    12  539 1034 59 41  0  0  0 2019-10-29 01:37:18
 3  0      0 2489052  27908 544816    0    0     0    14  530  998 58 42  0  0  0 2019-10-29 01:37:23
 1  0      0 2490936  27916 544832    0    0     0     9  545 1054 59 41  0  0  0 2019-10-29 01:37:28
 2  0      0 2489680  27924 544852    0    0     0    52  595 1146 62 38  0  0  0 2019-10-29 01:37:33
 1  0      0 2488984  27924 544876    0    0     0     0  577 1149 60 40  0  0  0 2019-10-29 01:37:38
 1  0      0 2488256  27932 544884    0    0     0     3  577 1145 56 44  0  0  0 2019-10-29 01:37:43
 1  0      0 2487368  27940 544908    0    0     0     3  591 1165 60 40  0  0  0 2019-10-29 01:37:48
 1  0      0 2487056  27948 544924    0    0     0     3  591 1140 57 43  0  0  0 2019-10-29 01:37:53
 2  0      0 2486392  27956 544956    0    0     0     3  591 1229 58 42  0  0  0 2019-10-29 01:37:58
 1  0      0 2485428  27964 544976    0    0     0    38  593 1214 60 40  0  0  0 2019-10-29 01:38:03
 1  0      0 2484996  27972 544996    0    0     0    13  602 1229 58 42  0  0  0 2019-10-29 01:38:08
 3  0      0 2487920  27980 545020    0    0     0     3  607 1268 63 37  0  0  0 2019-10-29 01:38:13
 1  0      0 2487300  27988 545036    0    0     0     3  606 1188 62 38  0  0  0 2019-10-29 01:38:18
 3  0      0 2487080  27996 545056    0    0     0     3  621 1270 56 44  0  0  0 2019-10-29 01:38:23
 1  0      0 2486432  28004 545080    0    0     0     3  630 1276 60 40  0  0  0 2019-10-29 01:38:28
 1  0      0 2477764  28012 545108    0    0     0    37  658 1328 60 40  0  0  0 2019-10-29 01:38:33
 1  0      0 2477928  28020 545132    0    0     0     5  657 1351 59 41  0  0  0 2019-10-29 01:38:38
 1  0      0 2478056  28028 545160    0    0     0     6  656 1307 59 41  0  0  0 2019-10-29 01:38:43
 1  0      0 2474988  28036 545180    0    0     0     6  656 1299 59 41  0  0  0 2019-10-29 01:38:48
 2  0      0 2475008  28044 545204    0    0     0     3  653 1352 60 40  0  0  0 2019-10-29 01:38:53
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2474860  28052 545228    0    0     0     3  666 1369 63 37  0  0  0 2019-10-29 01:38:58
 2  0      0 2474264  28060 545268    0    0     0    40  646 1316 58 42  0  0  0 2019-10-29 01:39:03
 1  0      0 2474752  28068 545280    0    0     0     9  668 1390 61 39  0  0  0 2019-10-29 01:39:08
 1  0      0 2474920  28076 545304    0    0     0     4  635 1264 57 43  0  0  0 2019-10-29 01:39:13
 2  0      0 2475480  28084 545336    0    0     0    12  689 1414 60 40  0  0  0 2019-10-29 01:39:18
 1  0      0 2475616  28092 545360    0    0     0     5  636 1285 58 42  0  0  0 2019-10-29 01:39:23
 1  0      0 2476260  28100 545388    0    0     0    39  726 1419 60 40  0  0  0 2019-10-29 01:39:28
 1  0      0 2476200  28108 545408    0    0     0     5  620 1210 58 42  0  0  0 2019-10-29 01:39:33
 2  0      0 2473768  28116 545436    0    0     0     3  717 1414 56 44  0  0  0 2019-10-29 01:39:38
 2  0      0 2474476  28124 545460    0    0     0     3  705 1431 59 41  0  0  0 2019-10-29 01:39:43
 2  0      0 2474864  28132 545488    0    0     0     3  677 1357 59 41  0  0  0 2019-10-29 01:39:48
 1  0      0 2475164  28140 545516    0    0     0     3  704 1370 61 39  0  0  0 2019-10-29 01:39:53
 1  0      0 2473212  28148 545552    0    0     0     3  750 1582 61 39  0  0  0 2019-10-29 01:39:58
 1  0      0 2473536  28156 545588    0    0     0    46  650 1304 59 41  0  0  0 2019-10-29 01:40:03
 5  0      0 2473936  28164 545620    0    0     0     6  734 1531 61 39  0  0  0 2019-10-29 01:40:08
 2  0      0 2475172  28172 545656    0    0     0     8  741 1528 59 41  0  0  0 2019-10-29 01:40:13
 2  0      0 2473076  28180 545676    0    0     0     3  724 1533 60 40  0  0  0 2019-10-29 01:40:18
 2  0      0 2472708  28188 545696    0    0     0     3  613 1213 59 41  0  0  0 2019-10-29 01:40:23
 2  0      0 2473352  28196 545728    0    0     0     3  685 1464 59 41  0  0  0 2019-10-29 01:40:28
 1  0      0 2474300  28204 545764    0    0     0    47  737 1525 58 42  0  0  0 2019-10-29 01:40:33
 1  0      0 2472988  28212 545800    0    0     0     4  710 1489 62 38  0  0  0 2019-10-29 01:40:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2474140  28220 545832    0    0     0    10  727 1540 58 42  0  0  0 2019-10-29 01:40:43
 1  0      0 2475516  28228 545872    0    0     0     3  772 1641 60 40  0  0  0 2019-10-29 01:40:48
 2  0      0 2473500  28236 545920    0    0     0     3  731 1564 59 41  0  0  0 2019-10-29 01:40:53
 1  0      0 2474564  28244 545964    0    0     0     3  727 1479 58 42  0  0  0 2019-10-29 01:40:58
 1  0      0 2475812  28252 546016    0    0     0    49  761 1588 62 38  0  0  0 2019-10-29 01:41:03
 1  0      0 2473700  28260 546060    0    0     0     3  710 1497 58 42  0  0  0 2019-10-29 01:41:08
 2  0      0 2474628  28268 546092    0    0     0     4  706 1484 55 45  0  0  0 2019-10-29 01:41:13
 2  0      0 2475316  28276 546152    0    0     0    12  724 1609 61 39  0  0  0 2019-10-29 01:41:18
 2  0      0 2473244  28276 546192    0    0     0     0  709 1519 62 38  0  0  0 2019-10-29 01:41:23
 1  0      0 2474152  28284 546228    0    0     0     3  715 1544 64 36  0  0  0 2019-10-29 01:41:28
 1  0      0 2474836  28292 546276    0    0     0    48  669 1401 59 41  0  0  0 2019-10-29 01:41:33
 1  0      0 2473088  28300 546324    0    0     0     5  769 1657 61 39  0  0  0 2019-10-29 01:41:38
 3  0      0 2474496  28308 546364    0    0     0     3  728 1593 59 41  0  0  0 2019-10-29 01:41:43
 1  0      0 2472612  28316 546416    0    0     0     4  751 1599 60 40  0  0  0 2019-10-29 01:41:48
 2  0      0 2474184  28324 546460    0    0     0    12  777 1724 60 40  0  0  0 2019-10-29 01:41:53
 1  0      0 2472272  28332 546508    0    0     0     3  717 1566 57 43  0  0  0 2019-10-29 01:41:58
 1  0      0 2473648  28340 546556    0    0     0    51  745 1601 58 42  0  0  0 2019-10-29 01:42:03
 1  0      0 2471892  28348 546604    0    0     0     5  778 1628 59 41  0  0  0 2019-10-29 01:42:08
 1  0      0 2473044  28356 546648    0    0     0     3  703 1510 58 42  0  0  0 2019-10-29 01:42:13
 1  0      0 2474520  28364 546696    0    0     0     3  769 1665 62 38  0  0  0 2019-10-29 01:42:18
 2  0      0 2472604  28372 546760    0    0     0     4  778 1752 61 39  0  0  0 2019-10-29 01:42:23
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 2474168  28380 546812    0    0     0    57  736 1623 59 41  0  0  0 2019-10-29 01:42:28
 2  0      0 2472356  28388 546844    0    0     0     6  745 1621 60 40  0  0  0 2019-10-29 01:42:33
 1  0      0 2473720  28396 546892    0    0     0     3  766 1610 58 42  0  0  0 2019-10-29 01:42:38
 2  0      0 2472000  28404 546936    0    0     0     3  719 1571 58 42  0  0  0 2019-10-29 01:42:43
 1  0      0 2473480  28412 546984    0    0     0     3  759 1698 57 43  0  0  0 2019-10-29 01:42:48
 1  0      0 2470852  28420 547028    0    0     0     3  703 1540 60 40  0  0  0 2019-10-29 01:42:53
 2  0      0 2472324  28428 547084    0    0     0    50  736 1648 56 44  0  0  0 2019-10-29 01:42:58
 2  0      0 2470572  28436 547128    0    0     0    10  778 1693 58 42  0  0  0 2019-10-29 01:43:03
 1  0      0 2472796  28444 547176    0    0     0     3  819 1765 58 42  0  0  0 2019-10-29 01:43:08
 2  0      0 2470876  28452 547220    0    0     0     3  716 1563 59 41  0  0  0 2019-10-29 01:43:13
 1  0      0 2472220  28460 547264    0    0     0     3  741 1582 56 44  0  0  0 2019-10-29 01:43:18
 1  0      0 2473980  28468 547312    0    0     0     3  789 1736 59 41  0  0  0 2019-10-29 01:43:23
 1  0      0 2471968  28476 547360    0    0     0     3  714 1624 57 43  0  0  0 2019-10-29 01:43:28
 1  0      0 2473184  28484 547428    0    0     0    58  757 1673 61 39  0  0  0 2019-10-29 01:43:33
 1  0      0 2471568  28492 547476    0    0     0     4  770 1660 57 43  0  0  0 2019-10-29 01:43:38
 1  0      0 2473016  28500 547504    0    0     0    10  734 1636 58 42  0  0  0 2019-10-29 01:43:43
 1  0      0 2471424  28508 547552    0    0     0     3  762 1687 60 40  0  0  0 2019-10-29 01:43:48
 1  0      0 2473256  28516 547604    0    0     0     3  786 1729 58 42  0  0  0 2019-10-29 01:43:53
 1  0      0 2471576  28524 547652    0    0     0     3  733 1689 57 43  0  0  0 2019-10-29 01:43:58
 4  0      0 2473052  28532 547708    0    0     0    54  763 1639 60 40  0  0  0 2019-10-29 01:44:03
 1  0      0 2471452  28540 547760    0    0     0     3  791 1714 60 40  0  0  0 2019-10-29 01:44:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2473020  28548 547808    0    0     0     4  757 1643 56 44  0  0  0 2019-10-29 01:44:13
 1  0      0 2471612  28556 547856    0    0     0     6  788 1710 59 41  0  0  0 2019-10-29 01:44:18
 1  0      0 2473312  28564 547908    0    0     0     3  810 1770 60 40  0  0  0 2019-10-29 01:44:23
 1  0      0 2471584  28572 547956    0    0     0     3  744 1644 56 44  0  0  0 2019-10-29 01:44:28
 1  0      0 2473152  28580 548012    0    0     0    55  776 1701 59 41  0  0  0 2019-10-29 01:44:33
 2  0      0 2471428  28588 548072    0    0     0     3  807 1767 59 41  0  0  0 2019-10-29 01:44:38
 1  0      0 2470060  28596 548108    0    0     0     8  795 1740 60 40  0  0  0 2019-10-29 01:44:43
 1  0      0 2471568  28604 548164    0    0     0     4  789 1701 62 38  0  0  0 2019-10-29 01:44:48
 2  0      0 2470424  28612 548212    0    0     0    13  812 1821 64 36  0  0  0 2019-10-29 01:44:53
 3  0      0 2472520  28620 548268    0    0     0     3  824 1877 58 42  0  0  0 2019-10-29 01:44:58
 1  0      0 2470992  28628 548320    0    0     0    56  770 1655 63 37  0  0  0 2019-10-29 01:45:03
 3  0      0 2472480  28636 548364    0    0     0     3  767 1739 60 40  0  0  0 2019-10-29 01:45:08
 1  0      0 2470312  28644 548408    0    0     0     3  735 1565 60 40  0  0  0 2019-10-29 01:45:13
 1  0      0 2471688  28652 548452    0    0     0     3  744 1600 57 43  0  0  0 2019-10-29 01:45:18
 1  0      0 2470120  28660 548512    0    0     0    44  767 1708 59 41  0  0  0 2019-10-29 01:45:23
 1  0      0 2472036  28668 548564    0    0     0     3  810 1859 58 42  0  0  0 2019-10-29 01:45:28
 1  0      0 2470384  28676 548608    0    0     0     3  742 1642 59 41  0  0  0 2019-10-29 01:45:33
 1  0      0 2472492  28684 548656    0    0     0     3  794 1819 60 40  0  0  0 2019-10-29 01:45:38
 1  0      0 2471212  28692 548704    0    0     0     3  797 1730 56 44  0  0  0 2019-10-29 01:45:43
 1  0      0 2469268  28700 548768    0    0     0     8  784 1760 57 43  0  0  0 2019-10-29 01:45:48
 1  0      0 2471164  28708 548816    0    0     0    56  775 1740 55 45  0  0  0 2019-10-29 01:45:53
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2469960  28716 548876    0    0     0    13  802 1835 61 39  0  0  0 2019-10-29 01:45:58
 1  0      0 2471696  28724 548920    0    0     0     3  768 1737 60 40  0  0  0 2019-10-29 01:46:03
 3  0      0 2470104  28732 548960    0    0     0     3  749 1669 60 40  0  0  0 2019-10-29 01:46:08
 1  0      0 2471840  28732 549016    0    0     0     0  768 1647 61 39  0  0  0 2019-10-29 01:46:13
 1  0      0 2470628  28740 549072    0    0     0     3  804 1797 59 41  0  0  0 2019-10-29 01:46:18
 1  0      0 2469604  28748 549132    0    0     0    55  815 1800 57 43  0  0  0 2019-10-29 01:46:23
 1  0      0 2471204  28756 549188    0    0     0     6  736 1689 57 43  0  0  0 2019-10-29 01:46:28
 1  0      0 2469996  28764 549236    0    0     0     7  809 1780 60 40  0  0  0 2019-10-29 01:46:33
 1  0      0 2468876  28772 549284    0    0     0     3  785 1730 57 43  0  0  0 2019-10-29 01:46:38
 1  0      0 2470704  28780 549336    0    0     0     3  794 1724 59 41  0  0  0 2019-10-29 01:46:43
 1  0      0 2469552  28788 549392    0    0     0     3  772 1767 61 39  0  0  0 2019-10-29 01:46:48
 1  0      0 2470996  28796 549456    0    0     0    55  790 1797 59 41  0  0  0 2019-10-29 01:46:53
 2  0      0 2469820  28804 549504    0    0     0     9  795 1796 60 40  0  0  0 2019-10-29 01:46:58
 1  0      0 2468516  28812 549556    0    0     0     3  755 1731 60 40  0  0  0 2019-10-29 01:47:03
 1  0      0 2470064  28820 549612    0    0     0     5  770 1664 59 41  0  0  0 2019-10-29 01:47:08
 1  0      0 2469208  28828 549656    0    0     0     9  835 1821 58 42  0  0  0 2019-10-29 01:47:13
 1  0      0 2468128  28836 549708    0    0     0     3  797 1838 61 39  0  0  0 2019-10-29 01:47:18
 1  0      0 2469568  28844 549764    0    0     0     3  745 1697 59 41  0  0  0 2019-10-29 01:47:23
 1  0      0 2468356  28852 549824    0    0     0    58  808 1855 57 43  0  0  0 2019-10-29 01:47:28
 1  0      0 2470184  28860 549876    0    0     0     3  809 1793 58 42  0  0  0 2019-10-29 01:47:33
 1  0      0 2469288  28868 549924    0    0     0     3  840 1880 57 43  0  0  0 2019-10-29 01:47:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 2468008  28876 549984    0    0     0     8  749 1658 62 38  0  0  0 2019-10-29 01:47:43
 2  0      0 2470212  28884 550040    0    0     0     6  851 1944 62 38  0  0  0 2019-10-29 01:47:48
 2  0      0 2469064  28892 550084    0    0     0     3  802 1865 59 41  0  0  0 2019-10-29 01:47:53
 1  0      0 2468072  28900 550148    0    0     0    60  805 1847 58 42  0  0  0 2019-10-29 01:47:58
 1  0      0 2469484  28908 550216    0    0     0     8  770 1785 58 42  0  0  0 2019-10-29 01:48:03
 1  0      0 2468188  28916 550252    0    0     0     3  768 1757 59 41  0  0  0 2019-10-29 01:48:08
 1  0      0 2467204  28924 550300    0    0     0     3  808 1817 60 40  0  0  0 2019-10-29 01:48:13
 1  0      0 2469444  28932 550364    0    0     0    48  834 1920 61 39  0  0  0 2019-10-29 01:48:18
 1  0      0 2468364  28940 550416    0    0     0     3  787 1787 59 41  0  0  0 2019-10-29 01:48:23
 1  0      0 2467220  28948 550472    0    0     0     3  778 1768 58 42  0  0  0 2019-10-29 01:48:28
 1  0      0 2469140  28956 550520    0    0     0     3  792 1789 56 44  0  0  0 2019-10-29 01:48:33
 1  0      0 2467960  28964 550572    0    0     0     3  801 1762 54 46  0  0  0 2019-10-29 01:48:38
 1  0      0 2469848  28972 550628    0    0     0     3  766 1765 58 42  0  0  0 2019-10-29 01:48:43
 2  0      0 2468864  28980 550692    0    0     0    59  801 1855 58 42  0  0  0 2019-10-29 01:48:48
 1  0      0 2467864  28988 550744    0    0     0     7  818 1809 57 43  0  0  0 2019-10-29 01:48:53
 1  0      0 2469912  28996 550796    0    0     0     3  791 1830 59 41  0  0  0 2019-10-29 01:48:58
 1  0      0 2468664  29004 550844    0    0     0     3  782 1745 58 42  0  0  0 2019-10-29 01:49:03
 1  0      0 2467164  29012 550912    0    0     0     8  793 1802 56 44  0  0  0 2019-10-29 01:49:08
 2  0      0 2469156  29020 550944    0    0     0     3  796 1762 60 40  0  0  0 2019-10-29 01:49:13
 1  0      0 2467692  29028 551012    0    0     0    65  747 1670 58 42  0  0  0 2019-10-29 01:49:18
 1  0      0 2466644  29036 551064    0    0     0     3  789 1840 59 41  0  0  0 2019-10-29 01:49:23
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 3134964  29044 409828    0    0     0     5  696 1521 61 39  0  0  0 2019-10-29 01:49:28
 2  0      0 3151652  29056 375152    0    0     0    31  282  280 57 43  0  0  0 2019-10-29 01:49:33
 2  0      0 3117056  29064 375156    0    0     0    66  282  525 57 43  0  0  0 2019-10-29 01:49:38
 3  0      0 3098532  29072 375160    0    0     0     3  298  731 60 40  0  0  0 2019-10-29 01:49:43
 1  0      0 3043784  29072 375160    0    0     0     0  312  498 60 40  0  0  0 2019-10-29 01:49:48
 1  0      0 3043784  29080 375124    0    0     0     8  298  106 58 42  0  0  0 2019-10-29 01:49:53
 1  0      0 3043784  29088 375116    0    0     0     2  298  109 57 43  0  0  0 2019-10-29 01:49:58
 1  0      0 3043816  29088 375116    0    0     0     0  300  127 57 43  0  0  0 2019-10-29 01:50:03
 2  0      0 2807712  29096 537536    0    0     0 24270  851 6571 56 44  0  0  0 2019-10-29 01:50:08
 3  0      0 2643196  29104 620884    0    0     0    30  377  539 59 41  0  0  0 2019-10-29 01:50:13
 3  0      0 2537640  29112 650956    0    0     0   375  300  347 63 37  0  0  0 2019-10-29 01:50:18
 5  0      0 2480616  29120 656868    0    0     0  6366  321  515 64 36  0  0  0 2019-10-29 01:50:23
 4  0      0 2475812  29128 661008    0    0     0     3  298  434 62 38  0  0  0 2019-10-29 01:50:28
