procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 3053784  29104 335792    0    0     0     6  299  331 57 43  0  0  0 2019-10-29 01:50:37
 3  0      0 3074988  29112 335792    0    0     0    13  299  331 55 45  0  0  0 2019-10-29 01:50:42
 3  0      0 3075020  29120 335788    0    0     0     2  299  332 55 45  0  0  0 2019-10-29 01:50:47
 3  0      0 3074856  29128 335796    0    0     0     3  304  362 55 45  0  0  0 2019-10-29 01:50:52
 4  0      0 3074988  29128 335796    0    0     0     0  299  329 58 42  0  0  0 2019-10-29 01:50:57
 3  0      0 3075028  29136 335788    0    0     0    10  300  331 56 44  0  0  0 2019-10-29 01:51:02
 3  0      0 3075036  29144 335788    0    0     0     6  298  330 59 41  0  0  0 2019-10-29 01:51:07
 3  0      0 3075052  29152 335788    0    0     0     8  301  337 57 43  0  0  0 2019-10-29 01:51:12
 3  0      0 3075060  29160 335792    0    0     0     4  300  330 56 44  0  0  0 2019-10-29 01:51:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 3075192  29168 335788    0    0     0     2  299  334 57 43  0  0  0 2019-10-29 01:51:22
 3  0      0 3075200  29168 335788    0    0     0     0  298  331 56 44  0  0  0 2019-10-29 01:51:27
 3  0      0 3075200  29176 335792    0    0     0     5  302  337 55 45  0  0  0 2019-10-29 01:51:32
 3  0      0 3075200  29184 335792    0    0     0     6  299  331 57 43  0  0  0 2019-10-29 01:51:37
 3  0      0 3075232  29192 335796    0    0     0     2  300  334 56 44  0  0  0 2019-10-29 01:51:42
 4  0      0 3048460  29200 353628    0    0     0    42  442 1439 58 42  0  0  0 2019-10-29 01:51:47
 4  0      0 2931312  29208 470812    0    0     0 24235  965 5584 59 41  0  0  0 2019-10-29 01:51:52
 4  0      0 2808668  29216 583396    0    0     0    10  361  425 55 45  0  0  0 2019-10-29 01:51:57
 6  0      0 2779156  29224 583440    0    0     0    28  308  528 58 42  0  0  0 2019-10-29 01:52:02
 4  0      0 2744196  29224 583444    0    0     0     3  343  591 57 43  0  0  0 2019-10-29 01:52:07
 4  0      0 2657784  29232 583424    0    0     0    26  298  348 59 41  0  0  0 2019-10-29 01:52:12
 4  0      0 2656152  29240 583428    0    0     0    10  307  435 58 42  0  0  0 2019-10-29 01:52:17
 4  0      0 2650572  29248 583432    0    0     0    42  303  346 56 44  0  0  0 2019-10-29 01:52:22
 5  0      0 2622892  29256 583436    0    0     0 24232  398  509 60 40  0  0  0 2019-10-29 01:52:27
 5  0      0 2571812  29264 583616    0    0     0     9  332  371 61 39  0  0  0 2019-10-29 01:52:32
 5  0      0 2548500  29272 583616    0    0     0     6  299  372 61 39  0  0  0 2019-10-29 01:52:37
 5  0      0 2500688  29280 613236    0    0     0   378  301  398 57 43  0  0  0 2019-10-29 01:52:42
 6  0      0 2489468  29288 618364    0    0     0  6381  323  521 60 40  0  0  0 2019-10-29 01:52:47
 6  0      0 2472524  29296 619472    0    0     0     3  301  407 56 44  0  0  0 2019-10-29 01:52:52
 5  0      0 2477872  29304 620848    0    0     0     7  300  391 61 39  0  0  0 2019-10-29 01:52:57
 3  0      0 2477416  29312 620864    0    0     0    20  303  347 55 45  0  0  0 2019-10-29 01:53:02
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 2477540  29312 620872    0    0     0     0  299  328 54 46  0  0  0 2019-10-29 01:53:07
 3  0      0 2477408  29320 620872    0    0     0     6  306  366 58 42  0  0  0 2019-10-29 01:53:12
 5  0      0 2477436  29328 620884    0    0     0     7  357  593 58 42  0  0  0 2019-10-29 01:53:17
 5  0      0 2475440  29336 620904    0    0     0    29  331  552 59 41  0  0  0 2019-10-29 01:53:22
 4  0      0 2475264  29344 620904    0    0     0    15  304  414 58 42  0  0  0 2019-10-29 01:53:27
 3  0      0 2472204  29352 620912    0    0     0   547  332  569 59 41  0  0  0 2019-10-29 01:53:32
 5  0      0 2470568  29360 620920    0    0     0    10  338  520 54 46  0  0  0 2019-10-29 01:53:37
 5  0      0 2468152  29368 620940    0    0     0    16  456  842 61 39  0  0  0 2019-10-29 01:53:42
 5  0      0 2466828  29376 620948    0    0     0    12  506  995 60 40  0  0  0 2019-10-29 01:53:47
 5  0      0 2449916  29384 620960    0    0     0     8  507 1016 60 40  0  0  0 2019-10-29 01:53:52
 4  0      0 2449004  29392 620980    0    0     0    47  531 1098 58 42  0  0  0 2019-10-29 01:53:57
 5  0      0 2464388  29400 621004    0    0     0    23  542 1120 58 42  0  0  0 2019-10-29 01:54:02
 5  0      0 2463060  29408 621032    0    0     0    17  535 1166 59 41  0  0  0 2019-10-29 01:54:07
 4  0      0 2459808  29416 621052    0    0     0    15  569 1211 61 39  0  0  0 2019-10-29 01:54:12
 5  0      0 2450264  29424 621072    0    0     0     9  542 1161 61 39  0  0  0 2019-10-29 01:54:17
 4  0      0 2447192  29432 621104    0    0     0    58  569 1298 59 41  0  0  0 2019-10-29 01:54:22
 5  0      0 2446136  29440 621120    0    0     0     3  599 1282 61 39  0  0  0 2019-10-29 01:54:27
 4  0      0 2445728  29448 621124    0    0     0     3  605 1368 60 40  0  0  0 2019-10-29 01:54:32
 4  0      0 2445008  29456 621140    0    0     0     3  599 1324 61 39  0  0  0 2019-10-29 01:54:37
 5  0      0 2444324  29464 621160    0    0     0     3  614 1424 58 42  0  0  0 2019-10-29 01:54:42
 5  0      0 2446796  29472 621180    0    0     0     3  605 1387 60 40  0  0  0 2019-10-29 01:54:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0 2445668  29480 621212    0    0     0    37  616 1403 59 41  0  0  0 2019-10-29 01:54:52
 4  0      0 2444788  29492 621232    0    0     0    17  615 1434 60 40  0  0  0 2019-10-29 01:54:57
 5  0      0 2444484  29500 621252    0    0     0     3  648 1493 59 41  0  0  0 2019-10-29 01:55:02
 4  0      0 2444092  29508 621268    0    0     0     3  601 1372 60 40  0  0  0 2019-10-29 01:55:07
 5  0      0 2443904  29516 621288    0    0     0     3  644 1476 59 41  0  0  0 2019-10-29 01:55:12
 5  0      0 2443428  29524 621300    0    0     0     3  610 1407 61 39  0  0  0 2019-10-29 01:55:17
 4  0      0 2442960  29524 621340    0    0     0    33  646 1514 60 40  0  0  0 2019-10-29 01:55:22
 5  0      0 2442748  29532 621364    0    0     0     6  661 1547 61 39  0  0  0 2019-10-29 01:55:27
 4  0      0 2442412  29540 621400    0    0     0     8  676 1643 58 42  0  0  0 2019-10-29 01:55:32
 4  0      0 2442644  29548 621416    0    0     0     8  673 1660 60 40  0  0  0 2019-10-29 01:55:37
 5  0      0 2443124  29556 621444    0    0     0     3  689 1692 59 41  0  0  0 2019-10-29 01:55:42
 5  0      0 2443496  29564 621464    0    0     0     3  715 1702 60 40  0  0  0 2019-10-29 01:55:47
 4  0      0 2437032  29572 621496    0    0     0    40  663 1624 61 39  0  0  0 2019-10-29 01:55:52
 5  0      0 2434036  29580 621520    0    0     0     7  697 1701 60 40  0  0  0 2019-10-29 01:55:57
 4  0      0 2434456  29588 621552    0    0     0     5  690 1806 58 42  0  0  0 2019-10-29 01:56:02
 4  0      0 2435356  29596 621580    0    0     0    12  771 1928 62 38  0  0  0 2019-10-29 01:56:07
 4  0      0 2435784  29604 621608    0    0     0     3  681 1767 61 39  0  0  0 2019-10-29 01:56:12
 4  0      0 2435896  29612 621640    0    0     0    42  715 1706 59 41  0  0  0 2019-10-29 01:56:17
 3  0      0 2433336  29620 621680    0    0     0     6  681 1693 59 41  0  0  0 2019-10-29 01:56:22
 5  0      0 2433824  29628 621720    0    0     0     3  729 1827 59 41  0  0  0 2019-10-29 01:56:27
 7  0      0 2434020  29636 621752    0    0     0    29  683 1614 57 43  0  0  0 2019-10-29 01:56:32
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 2434052  29644 621792    0    0     0     6  663 1686 61 39  0  0  0 2019-10-29 01:56:37
 5  0      0 2434316  29652 621840    0    0     0     8  717 1857 61 39  0  0  0 2019-10-29 01:56:42
 5  0      0 2432092  29660 621864    0    0     0     3  737 1859 58 42  0  0  0 2019-10-29 01:56:47
 5  0      0 2432580  29668 621916    0    0     0     3  694 1802 58 42  0  0  0 2019-10-29 01:56:52
 4  0      0 2433260  29676 621944    0    0     0     3  668 1747 60 40  0  0  0 2019-10-29 01:56:57
 5  0      0 2434328  29684 621988    0    0     0     3  748 1973 58 42  0  0  0 2019-10-29 01:57:02
 5  0      0 2431972  29692 622040    0    0     0    50  700 1831 59 41  0  0  0 2019-10-29 01:57:07
 4  0      0 2431660  29700 622072    0    0     0    11  629 1533 59 41  0  0  0 2019-10-29 01:57:12
 5  0      0 2432592  29708 622112    0    0     0     3  728 1883 60 40  0  0  0 2019-10-29 01:57:17
 4  0      0 2433556  29716 622156    0    0     0     3  725 1941 58 42  0  0  0 2019-10-29 01:57:22
 7  0      0 2430784  29724 622200    0    0     0     3  687 1826 59 41  0  0  0 2019-10-29 01:57:27
 5  0      0 2431808  29732 622244    0    0     0     3  718 1856 60 40  0  0  0 2019-10-29 01:57:32
 4  0      0 2433036  29740 622296    0    0     0    48  760 1926 60 40  0  0  0 2019-10-29 01:57:37
 4  0      0 2430860  29748 622340    0    0     0     4  700 1873 57 43  0  0  0 2019-10-29 01:57:42
 7  0      0 2431604  29756 622396    0    0     0    10  741 1890 59 41  0  0  0 2019-10-29 01:57:47
 6  0      0 2433080  29764 622436    0    0     0     8  775 2019 63 37  0  0  0 2019-10-29 01:57:52
 4  0      0 2430976  29772 622472    0    0     0     3  702 1874 59 41  0  0  0 2019-10-29 01:57:57
 4  0      0 2432108  29780 622524    0    0     0     3  757 1952 58 42  0  0  0 2019-10-29 01:58:02
 4  0      0 2430356  29788 622580    0    0     0    51  743 2003 59 41  0  0  0 2019-10-29 01:58:07
 5  0      0 2431772  29796 622620    0    0     0     3  761 1969 60 40  0  0  0 2019-10-29 01:58:12
 5  0      0 2430044  29804 622664    0    0     0     7  778 2036 60 40  0  0  0 2019-10-29 01:58:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 2431140  29812 622704    0    0     0    15  752 1993 61 39  0  0  0 2019-10-29 01:58:22
 5  0      0 2432360  29820 622752    0    0     0     3  739 1966 58 42  0  0  0 2019-10-29 01:58:27
 5  0      0 2430952  29828 622796    0    0     0     3  802 2119 59 41  0  0  0 2019-10-29 01:58:32
 4  0      0 2432360  29836 622856    0    0     0    54  742 2004 57 43  0  0  0 2019-10-29 01:58:37
 5  0      0 2430604  29844 622908    0    0     0     3  763 2069 56 44  0  0  0 2019-10-29 01:58:42
 5  0      0 2432240  29852 622956    0    0     0     3  797 2131 60 40  0  0  0 2019-10-29 01:58:47
 5  0      0 2430512  29860 622996    0    0     0     5  735 2014 60 40  0  0  0 2019-10-29 01:58:52
 4  0      0 2431700  29868 623056    0    0     0     6  761 2067 62 38  0  0  0 2019-10-29 01:58:57
 4  0      0 2430428  29876 623108    0    0     0     8  799 2168 59 41  0  0  0 2019-10-29 01:59:02
 5  0      0 2429100  29884 623156    0    0     0    54  818 2154 57 43  0  0  0 2019-10-29 01:59:07
 6  0      0 2430556  29892 623216    0    0     0     6  778 2125 57 43  0  0  0 2019-10-29 01:59:12
 5  0      0 2429340  29900 623268    0    0     0     3  798 2156 59 41  0  0  0 2019-10-29 01:59:17
 4  0      0 2430756  29908 623300    0    0     0     3  761 2007 60 40  0  0  0 2019-10-29 01:59:22
 3  0      0 2429220  29916 623352    0    0     0    47  767 2046 57 43  0  0  0 2019-10-29 01:59:27
 5  0      0 2430664  29924 623404    0    0     0     6  766 2088 61 39  0  0  0 2019-10-29 01:59:32
 5  0      0 2428552  29932 623452    0    0     0     3  724 1897 60 40  0  0  0 2019-10-29 01:59:37
 3  0      0 2430376  29940 623496    0    0     0     3  783 2123 56 44  0  0  0 2019-10-29 01:59:42
 4  0      0 2429068  29948 623544    0    0     0     3  803 2214 55 45  0  0  0 2019-10-29 01:59:47
 5  0      0 2431084  29956 623604    0    0     0     3  804 2126 59 41  0  0  0 2019-10-29 01:59:52
 4  0      0 2429424  29964 623660    0    0     0    53  785 2109 58 42  0  0  0 2019-10-29 01:59:57
 4  0      0 2430836  29972 623712    0    0     0    12  754 2051 60 40  0  0  0 2019-10-29 02:00:02
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 2428664  29980 623764    0    0     0     8  736 1975 59 41  0  0  0 2019-10-29 02:00:07
 4  0      0 2430240  29988 623796    0    0     0     3  757 2055 60 40  0  0  0 2019-10-29 02:00:12
 3  0      0 2428456  29996 623844    0    0     0     3  737 1954 59 41  0  0  0 2019-10-29 02:00:17
 3  0      0 2430192  30004 623892    0    0     0     3  762 2091 58 42  0  0  0 2019-10-29 02:00:22
 3  0      0 2428608  30012 623956    0    0     0     3  792 2124 59 41  0  0  0 2019-10-29 02:00:27
 3  0      0 2430344  30020 624008    0    0     0    55  765 2115 59 41  0  0  0 2019-10-29 02:00:32
 4  0      0 2429032  30028 624056    0    0     0     4  783 2143 61 39  0  0  0 2019-10-29 02:00:37
 4  0      0 2427628  30036 624108    0    0     0    14  792 2153 58 42  0  0  0 2019-10-29 02:00:42
 4  0      0 2428688  30044 624152    0    0     0     3  708 1904 60 40  0  0  0 2019-10-29 02:00:47
 4  0      0 2430096  30052 624200    0    0     0     3  741 1958 57 43  0  0  0 2019-10-29 02:00:52
 3  0      0 2428244  30060 624252    0    0     0    56  754 1973 58 42  0  0  0 2019-10-29 02:00:57
 4  0      0 2429652  30068 624296    0    0     0     3  735 2008 60 40  0  0  0 2019-10-29 02:01:02
 4  0      0 2428024  30076 624352    0    0     0     3  770 2068 60 40  0  0  0 2019-10-29 02:01:07
 3  0      0 2429816  30084 624392    0    0     0     3  788 2135 59 41  0  0  0 2019-10-29 02:01:12
 5  0      0 2427712  30092 624460    0    0     0    49  781 2076 60 40  0  0  0 2019-10-29 02:01:17
 4  0      0 2429576  30100 624508    0    0     0     3  798 2142 57 43  0  0  0 2019-10-29 02:01:22
 4  0      0 2428024  30108 624544    0    0     0     3  789 2046 59 41  0  0  0 2019-10-29 02:01:27
 5  0      0 2429568  30116 624584    0    0     0     3  769 2048 58 42  0  0  0 2019-10-29 02:01:32
 3  0      0 2428068  30124 624648    0    0     0     3  792 2156 60 40  0  0  0 2019-10-29 02:01:37
 4  0      0 2426732  30124 624704    0    0     0     0  798 2094 59 41  0  0  0 2019-10-29 02:01:42
 5  0      0 2428560  30132 624752    0    0     0    54  831 2206 60 40  0  0  0 2019-10-29 02:01:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 2426448  30140 624800    0    0     0    15  719 1900 60 40  0  0  0 2019-10-29 02:01:52
 4  0      0 2428272  30148 624844    0    0     0     3  773 2156 59 41  0  0  0 2019-10-29 02:01:57
 4  0      0 2427184  30156 624896    0    0     0     3  813 2257 59 41  0  0  0 2019-10-29 02:02:02
 4  0      0 2428852  30164 624956    0    0     0     3  788 2151 60 40  0  0  0 2019-10-29 02:02:07
 4  0      0 2427796  30172 625004    0    0     0     3  799 2214 58 42  0  0  0 2019-10-29 02:02:12
 4  0      0 2426740  30180 625076    0    0     0    55  807 2236 57 43  0  0  0 2019-10-29 02:02:17
 4  0      0 2428760  30188 625128    0    0     0     7  812 2215 59 41  0  0  0 2019-10-29 02:02:22
 4  0      0 2427140  30196 625196    0    0     0    10  798 2154 57 43  0  0  0 2019-10-29 02:02:27
 4  0      0 2425836  30204 625232    0    0     0     8  767 2076 58 42  0  0  0 2019-10-29 02:02:32
 3  0      0 2427796  30212 625284    0    0     0     3  785 2183 58 42  0  0  0 2019-10-29 02:02:37
 4  0      0 2426844  30220 625328    0    0     0     3  811 2280 57 43  0  0  0 2019-10-29 02:02:42
 4  0      0 2428644  30228 625392    0    0     0    57  774 2139 62 38  0  0  0 2019-10-29 02:02:47
 4  0      0 2427340  30236 625456    0    0     0     6  814 2225 57 43  0  0  0 2019-10-29 02:02:52
 5  0      0 2426256  30244 625500    0    0     0     4  835 2276 59 41  0  0  0 2019-10-29 02:02:57
 6  0      0 2428336  30252 625552    0    0     0    11  831 2230 57 43  0  0  0 2019-10-29 02:03:02
 4  0      0 2427280  30260 625608    0    0     0     3  814 2240 57 43  0  0  0 2019-10-29 02:03:07
 3  0      0 2426192  30268 625660    0    0     0     3  813 2228 59 41  0  0  0 2019-10-29 02:03:12
 4  0      0 2428272  30276 625716    0    0     0    57  820 2243 59 41  0  0  0 2019-10-29 02:03:17
 5  0      0 2427184  30284 625776    0    0     0     6  825 2206 56 44  0  0  0 2019-10-29 02:03:22
 4  0      0 2425880  30292 625824    0    0     0     3  772 2169 58 42  0  0  0 2019-10-29 02:03:27
 5  0      0 2428012  30300 625880    0    0     0     4  869 2366 59 41  0  0  0 2019-10-29 02:03:32
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 2426448  30308 625944    0    0     0    46  804 2169 57 43  0  0  0 2019-10-29 02:03:37
 3  0      0 2425624  30316 625992    0    0     0    11  825 2329 58 42  0  0  0 2019-10-29 02:03:42
 5  0      0 2427488  30324 626048    0    0     0     3  769 2131 57 43  0  0  0 2019-10-29 02:03:47
 3  0      0 2426480  30332 626092    0    0     0     3  805 2277 56 44  0  0  0 2019-10-29 02:03:52
 5  0      0 2425464  30340 626156    0    0     0     3  796 2210 61 39  0  0  0 2019-10-29 02:03:57
 4  0      0 2426556  30348 626208    0    0     0     3  763 2073 60 40  0  0  0 2019-10-29 02:04:02
 3  0      0 2425572  30356 626264    0    0     0     3  820 2239 59 41  0  0  0 2019-10-29 02:04:07
 5  0      0 2424516  30364 626320    0    0     0    63  815 2238 59 41  0  0  0 2019-10-29 02:04:12
 4  0      0 2426724  30372 626376    0    0     0    15  841 2224 58 42  0  0  0 2019-10-29 02:04:17
 4  0      0 2425828  30380 626428    0    0     0     3  851 2294 59 41  0  0  0 2019-10-29 02:04:22
 3  0      0 2424552  30388 626476    0    0     0     3  795 2187 58 42  0  0  0 2019-10-29 02:04:27
 4  0      0 2426704  30396 626532    0    0     0     3  850 2234 56 44  0  0  0 2019-10-29 02:04:32
 3  0      0 2425488  30404 626584    0    0     0     3  808 2195 58 42  0  0  0 2019-10-29 02:04:37
 5  0      0 2424468  30412 626644    0    0     0    60  843 2290 59 41  0  0  0 2019-10-29 02:04:42
 4  0      0 2426172  30420 626720    0    0     0     9  825 2344 60 40  0  0  0 2019-10-29 02:04:47
 4  0      0 2425220  30428 626756    0    0     0    11  818 2237 58 42  0  0  0 2019-10-29 02:04:52
 4  0      0 2424492  30436 626808    0    0     0     3  862 2357 61 39  0  0  0 2019-10-29 02:04:57
 4  0      0 2426548  30444 626868    0    0     0     3  816 2231 59 41  0  0  0 2019-10-29 02:05:02
 4  0      0 2425180  30452 626924    0    0     0    54  779 2114 57 43  0  0  0 2019-10-29 02:05:07
 4  0      0 2424028  30460 626980    0    0     0     3  801 2185 60 40  0  0  0 2019-10-29 02:05:12
 4  0      0 2425704  30468 627032    0    0     0     3  826 2256 60 40  0  0  0 2019-10-29 02:05:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 2424840  30476 627084    0    0     0     3  856 2296 58 42  0  0  0 2019-10-29 02:05:22
 4  0      0 2423656  30484 627144    0    0     0    48  790 2227 57 43  0  0  0 2019-10-29 02:05:27
 4  0      0 2425992  30492 627200    0    0     0     3  867 2248 59 41  0  0  0 2019-10-29 02:05:32
 4  0      0 2424968  30500 627248    0    0     0     3  809 2222 55 45  0  0  0 2019-10-29 02:05:37
 5  0      0 2423820  30508 627300    0    0     0     3  825 2264 57 43  0  0  0 2019-10-29 02:05:42
 4  0      0 2425836  30516 627356    0    0     0     3  809 2219 57 43  0  0  0 2019-10-29 02:05:47
 3  0      0 2424052  30524 627432    0    0     0     3  794 2214 56 44  0  0  0 2019-10-29 02:05:52
 4  0      0 2423068  30532 627488    0    0     0    69  827 2223 59 41  0  0  0 2019-10-29 02:05:57
 4  0      0 2425348  30540 627532    0    0     0     7  854 2327 60 40  0  0  0 2019-10-29 02:06:02
 3  0      0 3082464  30552 465692    0    0     0    38  328  597 54 46  0  0  0 2019-10-29 02:06:07
 5  0      0 3058280  30568 465780    0    0     0    34  290  494 56 44  0  0  0 2019-10-29 02:06:12
 5  0      0 3040332  30576 465752    0    0     0     2  297  424 60 40  0  0  0 2019-10-29 02:06:17
 4  0      0 3030412  30584 465752    0    0     0     2  296  497 59 41  0  0  0 2019-10-29 02:06:22
 5  0      0 3024212  30592 465764    0    0     0    21  298  424 56 44  0  0  0 2019-10-29 02:06:27
 4  0      0 3019724  30600 465800    0    0     0    49  300  556 59 41  0  0  0 2019-10-29 02:06:32
 4  0      0 3012780  30608 465792    0    0     0    15  297  462 59 41  0  0  0 2019-10-29 02:06:37
 4  0      0 2990808  30608 465772    0    0     0     7  298  585 56 44  0  0  0 2019-10-29 02:06:42
 5  0      0 2969216  30616 465772    0    0     0     5  305  529 59 41  0  0  0 2019-10-29 02:06:47
 5  0      0 2957436  30624 465760    0    0     0    22  303  398 59 41  0  0  0 2019-10-29 02:06:52
 3  0      0 2953608  30632 465760    0    0     0     5  300  421 57 43  0  0  0 2019-10-29 02:06:57
 4  0      0 2953196  30640 465764    0    0     0     2  301  354 57 43  0  0  0 2019-10-29 02:07:02
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 2953204  30648 465756    0    0     0     7  299  331 58 42  0  0  0 2019-10-29 02:07:07
 3  0      0 2953212  30648 465756    0    0     0     0  298  331 55 45  0  0  0 2019-10-29 02:07:12
 3  0      0 2953252  30656 465756    0    0     0     2  300  347 58 42  0  0  0 2019-10-29 02:07:17
 3  0      0 2953260  30664 465756    0    0     0     2  299  332 58 42  0  0  0 2019-10-29 02:07:22
 3  0      0 2953268  30672 465764    0    0     0    14  299  335 56 44  0  0  0 2019-10-29 02:07:27
 3  0      0 2953268  30672 465764    0    0     0    10  300  331 56 44  0  0  0 2019-10-29 02:07:32
 3  0      0 2953268  30680 465764    0    0     0     2  301  339 56 44  0  0  0 2019-10-29 02:07:37
 3  0      0 2953432  30688 465760    0    0     0     2  298  332 57 43  0  0  0 2019-10-29 02:07:42
 3  0      0 2953432  30696 465752    0    0     0     2  301  337 57 43  0  0  0 2019-10-29 02:07:47
 3  0      0 2953440  30696 465748    0    0     0     0  297  328 56 44  0  0  0 2019-10-29 02:07:52
 3  0      0 2953448  30704 465752    0    0     0     8  300  335 57 43  0  0  0 2019-10-29 02:07:57
 3  0      0 2953448  30712 465752    0    0     0     3  299  331 57 43  0  0  0 2019-10-29 02:08:02
 3  0      0 2953448  30720 465752    0    0     0     4  300  333 58 42  0  0  0 2019-10-29 02:08:07
 3  0      0 2953284  30728 465760    0    0     0     3  301  354 57 43  0  0  0 2019-10-29 02:08:12
 4  0      0 2953076  30736 465760    0    0     0     7  301  355 59 41  0  0  0 2019-10-29 02:08:17
 5  0      0 2878408  30744 528272    0    0     0    43  761 3698 59 41  0  0  0 2019-10-29 02:08:22
 4  0      0 2716284  30752 693760    0    0     0 24237  784 3354 53 47  0  0  0 2019-10-29 02:08:27
 5  0      0 2677032  30760 713312    0    0     0    25  306  493 57 43  0  0  0 2019-10-29 02:08:32
 7  0      0 2641932  30760 713304    0    0     0     1  346  520 56 44  0  0  0 2019-10-29 02:08:37
 5  0      0 2575248  30768 713296    0    0     0    25  305  425 58 42  0  0  0 2019-10-29 02:08:42
 5  0      0 2512628  30776 713292    0    0     0     5  298  365 61 39  0  0  0 2019-10-29 02:08:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 2522644  30784 713308    0    0     0    45  310  420 59 41  0  0  0 2019-10-29 02:08:52
 4  0      0 2510708  30792 713300    0    0     0    15  327  458 57 43  0  0  0 2019-10-29 02:08:57
 4  0      0 2481296  30792 713480    0    0     0 24222  390  450 61 39  0  0  0 2019-10-29 02:09:02
 6  0      0 2447544  30800 713488    0    0     0     6  294  406 59 41  0  0  0 2019-10-29 02:09:07
 5  0      0 2404380  30808 747988    0    0     0  6730  303  395 61 39  0  0  0 2019-10-29 02:09:12
 5  0      0 2381644  30816 748508    0    0     0    40  282  464 59 41  0  0  0 2019-10-29 02:09:17
 5  0      0 2365532  30824 749744    0    0     0     9  282  400 57 43  0  0  0 2019-10-29 02:09:22
 5  0      0 2370116  30832 750768    0    0     0    10  309  491 58 42  0  0  0 2019-10-29 02:09:27
 5  0      0 2368536  30840 750788    0    0     0    21  340  652 57 43  0  0  0 2019-10-29 02:09:32
 3  0      0 2351356  30848 750796    0    0     0    16  288  382 57 43  0  0  0 2019-10-29 02:09:37
 6  0      0 2351020  30856 750792    0    0     0     9  295  423 59 41  0  0  0 2019-10-29 02:09:42
 5  0      0 2348720  30856 750808    0    0     0     3  310  492 60 40  0  0  0 2019-10-29 02:09:47
 5  0      0 2344972  30864 750816    0    0     0    46  362  712 59 41  0  0  0 2019-10-29 02:09:52
 3  0      0 2340880  30872 750836    0    0     0   558  458  943 58 42  0  0  0 2019-10-29 02:09:57
 4  0      0 2341432  30880 750852    0    0     0    16  422  853 59 41  0  0  0 2019-10-29 02:10:02
 4  0      0 2324052  30888 750868    0    0     0    10  483  965 59 41  0  0  0 2019-10-29 02:10:07
 3  0      0 2320092  30896 750864    0    0     0     8  375  645 57 43  0  0  0 2019-10-29 02:10:12
 4  0      0 2320564  30904 750880    0    0     0    11  441  811 57 43  0  0  0 2019-10-29 02:10:17
 4  0      0 2318668  30912 750900    0    0     0    12  518 1112 61 39  0  0  0 2019-10-29 02:10:22
 4  0      0 2320376  30920 750924    0    0     0    59  529 1166 60 40  0  0  0 2019-10-29 02:10:27
 5  0      0 2333036  30928 750956    0    0     0    17  539 1202 62 38  0  0  0 2019-10-29 02:10:32
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 2321412  30936 750960    0    0     0     9  494 1046 60 40  0  0  0 2019-10-29 02:10:37
 4  0      0 2320652  30944 750976    0    0     0     8  534 1184 60 40  0  0  0 2019-10-29 02:10:42
 4  0      0 2324236  30952 750988    0    0     0     3  578 1308 60 40  0  0  0 2019-10-29 02:10:47
 4  0      0 2323644  30960 751004    0    0     0     3  586 1294 59 41  0  0  0 2019-10-29 02:10:52
